reviewId,canonicalActorId,candidateRecordId,sourceSystem,issueCode,decision,errorType,notes,reviewer,reviewDate,confidenceScore
false-match-reviewed-0033,cand-0a6c913a83b0,203027881,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0034,cand-0a6c913a83b0,203027881,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0035,cand-0b37409f13f4,205325447,IRS/ProPublica dark-money bridge,reviewed-procurement,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0036,cand-0b37409f13f4,205325447,Intermediary bridge,reviewed-procurement,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0037,cand-0b4f3fdf9171,473408517,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0038,cand-0b4f3fdf9171,473408517,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0039,cand-0f1b19bdafdd,352317275,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0040,cand-0f1b19bdafdd,352317275,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0041,cand-1032eaf31afb,260170284,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0042,cand-1032eaf31afb,260170284,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0043,cand-1086fcbf035f,521557554,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0044,cand-1086fcbf035f,521557554,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0045,cand-10bfcc576140,350830295,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0046,cand-10bfcc576140,350830295,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0047,cand-111b16cca8db,201320884,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0048,cand-111b16cca8db,201320884,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0049,cand-11781c61dfc3,043239354,IRS/ProPublica dark-money bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0050,cand-11781c61dfc3,043239354,Intermediary bridge,reviewed-democracy,accepted,true_positive_exact_identifier,"accepted exact-ID cross-venue evidence; not a causal panel clearance; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.9500
false-match-reviewed-0051,cand-000142d2f825,36C24224P0261|36C24224P0261|CUZ9NA3LXFJ5,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0052,cand-000142d2f825,36C24224P0261|36C24224P0261|CUZ9NA3LXFJ5,USAspending national actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0053,cand-0091eea1b2bd,W91CRB24C5031|W91CRB24C5031|LJNAJVPB3MW1,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0054,cand-0091eea1b2bd,W91CRB24F5059|W91CRB24F5059|LJNAJVPB3MW1,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0055,cand-0091eea1b2bd,W91CRB24F5137|W91CRB24F5137|LJNAJVPB3MW1,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0056,cand-0091eea1b2bd,W91CRB24F5144|W91CRB24F5144|LJNAJVPB3MW1,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0057,cand-0091eea1b2bd,W91CRB24C5031|W91CRB24C5031|LJNAJVPB3MW1,USAspending national actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0058,cand-0091eea1b2bd,W91CRB24F5137|W91CRB24F5137|LJNAJVPB3MW1,USAspending national actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0059,cand-00c18ff3930a,47QMCA24F01MX|47QMCA24F01MX|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0060,cand-00c18ff3930a,47QMCA24F01P6|47QMCA24F01P6|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0061,cand-00c18ff3930a,47QMCA24F02XS|47QMCA24F02XS|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0062,cand-00c18ff3930a,47QMCA24F055Z|47QMCA24F055Z|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0063,cand-00c18ff3930a,47QMCA24F05A8|47QMCA24F05A8|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0064,cand-00c18ff3930a,47QMCA24F0BUJ|47QMCA24F0BUJ|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0065,cand-00c18ff3930a,47QMCA24F0CBJ|47QMCA24F0CBJ|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0066,cand-00c18ff3930a,47QMCA24F0CDE|47QMCA24F0CDE|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
false-match-reviewed-0067,cand-00c18ff3930a,47QMCA24F0GTF|47QMCA24F0GTF|K74VFQ96PKR3,USAspending agency actions,reviewed-procurement,rejected,false_positive_same_venue_candidate,"not promoted by reviewed cross-venue adjudication; retained to bound linkage risk; reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass",codex-source-audit,2026-06-28,0.0000
